NUM_PEDIDO;CODCLI;CODVEN;DATA_EMISSAO;VLR_TOTAL;SITUACAO;OBSERVACOES
9226;245;4;2018-06-30 00:00:00.000;7295.20;E;
9227;427;5;2018-06-30 00:00:00.000;5223.19;E;
9228;20;6;2018-06-30 00:00:00.000;4689.54;C;
9229;423;5;2018-07-01 00:00:00.000;2594.59;E;
9230;120;8;2018-07-01 00:00:00.000;3648.68;E;
9231;297;3;2018-07-01 00:00:00.000;8569.55;E;
9232;502;3;2018-07-01 00:00:00.000;2744.62;E;
9233;97;4;2018-07-02 00:00:00.000;1508.04;E;
9234;571;8;2018-07-02 00:00:00.000;50.59;E;
9235;46;3;2018-07-02 00:00:00.000;2282.20;E;
9236;402;4;2018-07-02 00:00:00.000;6609.50;E;
9237;515;2;2018-07-03 00:00:00.000;1552.58;E;
9238;187;7;2018-07-03 00:00:00.000;5466.31;C;
9239;281;6;2018-07-03 00:00:00.000;585.21;E;
9240;503;4;2018-07-04 00:00:00.000;4468.98;E;
9241;318;1;2018-07-05 00:00:00.000;1302.76;E;
9242;241;5;2018-07-05 00:00:00.000;278.41;E;
9243;372;7;2018-07-06 00:00:00.000;729.90;E;
9244;52;1;2018-07-06 00:00:00.000;1644.53;E;
9245;256;3;2018-07-06 00:00:00.000;7257.45;E;
9246;621;7;2018-07-06 00:00:00.000;2100.87;E;
9247;483;1;2018-07-06 00:00:00.000;3949.27;E;
9248;143;5;2018-07-07 00:00:00.000;4993.70;E;
9249;413;5;2018-07-07 00:00:00.000;1061.98;C;
9250;222;5;2018-07-08 00:00:00.000;4879.14;E;
9251;84;1;2018-07-08 00:00:00.000;5037.17;E;
9252;507;1;2018-07-08 00:00:00.000;6662.92;E;
9253;403;4;2018-07-08 00:00:00.000;3976.34;E;
9254;85;3;2018-07-08 00:00:00.000;1239.83;C;
9255;603;4;2018-07-09 00:00:00.000;3294.79;E;
9256;298;6;2018-07-09 00:00:00.000;3352.00;E;
9257;69;4;2018-07-10 00:00:00.000;5238.47;E;
9258;367;3;2018-07-11 00:00:00.000;4942.65;E;
9259;248;3;2018-07-11 00:00:00.000;1934.94;E;
9260;463;8;2018-07-11 00:00:00.000;1849.73;E;
9261;129;2;2018-07-11 00:00:00.000;1158.84;E;
9262;71;1;2018-07-11 00:00:00.000;8328.70;E;
9263;620;3;2018-07-12 00:00:00.000;1844.48;E;
9264;502;1;2018-07-13 00:00:00.000;2866.75;C;
9265;586;8;2018-07-13 00:00:00.000;2781.52;E;
9266;554;2;2018-07-13 00:00:00.000;306.60;E;
9267;140;5;2018-07-14 00:00:00.000;5862.85;C;
9268;55;8;2018-07-15 00:00:00.000;9206.28;E;
9269;150;2;2018-07-15 00:00:00.000;5912.23;E;
9270;602;3;2018-07-15 00:00:00.000;4650.94;E;
9271;148;6;2018-07-16 00:00:00.000;1295.53;E;
9272;245;4;2018-07-17 00:00:00.000;2508.36;C;
9273;463;8;2018-07-17 00:00:00.000;468.08;E;
9274;454;8;2018-07-17 00:00:00.000;7856.84;E;
9275;104;4;2018-07-17 00:00:00.000;5934.28;E;
9276;197;1;2018-07-18 00:00:00.000;281.68;E;
9277;619;3;2018-07-18 00:00:00.000;4018.32;E;
9278;409;5;2018-07-19 00:00:00.000;2864.15;E;
9279;173;3;2018-07-19 00:00:00.000;1326.81;E;
9280;70;5;2018-07-19 00:00:00.000;1231.21;C;
9281;327;6;2018-07-19 00:00:00.000;2238.97;E;
9282;469;3;2018-07-19 00:00:00.000;268.41;E;
9283;55;4;2018-07-20 00:00:00.000;401.27;E;
9284;583;7;2018-07-21 00:00:00.000;4634.84;E;
9285;356;1;2018-07-21 00:00:00.000;2187.56;E;
9286;578;3;2018-07-21 00:00:00.000;2646.61;E;
9287;273;3;2018-07-21 00:00:00.000;2593.23;C;
9288;6;4;2018-07-22 00:00:00.000;2570.15;E;
9289;223;2;2018-07-23 00:00:00.000;2354.76;E;
9290;142;1;2018-07-23 00:00:00.000;2823.02;C;
9291;65;7;2018-07-23 00:00:00.000;2890.86;E;
9292;548;1;2018-07-23 00:00:00.000;2956.59;E;
9293;338;6;2018-07-23 00:00:00.000;1864.47;E;
9294;543;3;2018-07-24 00:00:00.000;1168.20;E;
9295;367;6;2018-07-24 00:00:00.000;3146.78;E;
9296;90;8;2018-07-24 00:00:00.000;2723.30;C;
9297;335;2;2018-07-24 00:00:00.000;9232.69;E;
9298;138;1;2018-07-24 00:00:00.000;4239.93;E;
9299;132;5;2018-07-25 00:00:00.000;11307.32;E;
9300;574;3;2018-07-25 00:00:00.000;2108.78;E;
9301;514;6;2018-07-25 00:00:00.000;4522.72;E;
9302;521;8;2018-07-25 00:00:00.000;3869.70;E;
9303;237;6;2018-07-25 00:00:00.000;1811.31;E;
9304;79;3;2018-07-26 00:00:00.000;1580.13;E;
9305;222;6;2018-07-26 00:00:00.000;5155.05;E;
9306;245;6;2018-07-26 00:00:00.000;4104.63;E;
9307;384;5;2018-07-27 00:00:00.000;7945.13;E;
9308;411;4;2018-07-27 00:00:00.000;4532.35;E;
9309;318;2;2018-07-27 00:00:00.000;4765.81;E;
9310;113;1;2018-07-28 00:00:00.000;6365.45;E;
9311;571;1;2018-07-28 00:00:00.000;1647.46;E;
9312;186;2;2018-07-28 00:00:00.000;1658.52;E;
9313;609;4;2018-07-28 00:00:00.000;1927.92;E;
9314;27;1;2018-07-29 00:00:00.000;3210.04;E;
9315;421;6;2018-07-29 00:00:00.000;581.17;E;
9316;34;1;2018-07-29 00:00:00.000;3487.07;E;
9317;164;3;2018-07-29 00:00:00.000;867.62;E;
9318;284;5;2018-07-30 00:00:00.000;453.14;E;
9319;434;4;2018-07-30 00:00:00.000;4865.99;E;
9320;624;7;2018-07-30 00:00:00.000;3905.84;E;
9321;384;1;2018-07-30 00:00:00.000;4621.58;E;
9322;438;5;2018-07-30 00:00:00.000;2998.13;E;
9323;214;8;2018-07-31 00:00:00.000;3602.15;E;
9324;221;4;2018-07-31 00:00:00.000;4042.91;E;
9325;67;1;2018-08-01 00:00:00.000;6160.33;E;
9326;246;2;2018-08-01 00:00:00.000;4172.18;E;
9327;372;2;2018-08-01 00:00:00.000;2137.98;E;
9328;50;4;2018-08-02 00:00:00.000;5933.42;E;
9329;222;3;2018-08-03 00:00:00.000;7543.64;E;
9330;552;4;2018-08-03 00:00:00.000;2829.02;E;
9331;15;5;2018-08-03 00:00:00.000;6019.87;E;
9332;421;6;2018-08-04 00:00:00.000;1231.30;E;
9333;205;8;2018-08-04 00:00:00.000;2775.50;E;
9334;397;7;2018-08-04 00:00:00.000;4442.22;C;
9335;412;6;2018-08-04 00:00:00.000;7644.31;E;
9336;601;2;2018-08-05 00:00:00.000;9218.16;E;
9337;556;2;2018-08-05 00:00:00.000;2490.28;E;
9338;43;2;2018-08-05 00:00:00.000;3861.07;E;
9339;208;2;2018-08-05 00:00:00.000;5383.47;E;
9340;600;7;2018-08-06 00:00:00.000;3419.29;E;
9341;566;5;2018-08-07 00:00:00.000;558.12;E;
9342;369;2;2018-08-07 00:00:00.000;4317.76;E;
9343;547;6;2018-08-07 00:00:00.000;2562.34;E;
9344;83;6;2018-08-07 00:00:00.000;895.11;E;
9345;20;7;2018-08-07 00:00:00.000;2163.95;E;
9346;175;1;2018-08-08 00:00:00.000;1611.93;E;
9347;89;6;2018-08-08 00:00:00.000;3127.94;E;
9348;193;1;2018-08-09 00:00:00.000;1947.97;E;
9349;34;4;2018-08-10 00:00:00.000;1383.83;E;
9350;501;2;2018-08-10 00:00:00.000;1868.75;E;
9351;580;5;2018-08-11 00:00:00.000;2849.53;E;
9352;234;6;2018-08-11 00:00:00.000;1157.36;E;
9353;491;5;2018-08-11 00:00:00.000;50.48;E;
9354;567;2;2018-08-11 00:00:00.000;3541.67;E;
9355;301;4;2018-08-11 00:00:00.000;7461.05;E;
9356;397;7;2018-08-12 00:00:00.000;1375.42;E;
9357;447;1;2018-08-12 00:00:00.000;4226.37;E;
9358;403;8;2018-08-12 00:00:00.000;2949.29;C;
9359;428;7;2018-08-12 00:00:00.000;4582.69;E;
9360;193;4;2018-08-12 00:00:00.000;4307.51;E;
9361;543;5;2018-08-13 00:00:00.000;5708.04;C;
9362;156;6;2018-08-13 00:00:00.000;2741.72;E;
9363;608;7;2018-08-13 00:00:00.000;4871.47;E;
9364;280;1;2018-08-14 00:00:00.000;5617.96;C;
9365;401;6;2018-08-14 00:00:00.000;3498.14;E;
9366;122;5;2018-08-15 00:00:00.000;3905.75;E;
9367;325;3;2018-08-15 00:00:00.000;4489.18;E;
9368;270;2;2018-08-15 00:00:00.000;825.01;E;
9369;367;5;2018-08-15 00:00:00.000;1034.66;E;
9370;4;8;2018-08-15 00:00:00.000;7364.49;E;
9371;566;2;2018-08-16 00:00:00.000;6188.12;E;
9372;442;8;2018-08-16 00:00:00.000;3645.69;E;
9373;377;4;2018-08-16 00:00:00.000;4461.17;E;
9374;392;5;2018-08-16 00:00:00.000;759.86;E;
9375;367;1;2018-08-16 00:00:00.000;909.87;E;
9376;578;4;2018-08-17 00:00:00.000;1797.13;E;
9377;521;7;2018-08-17 00:00:00.000;2722.76;E;
9378;452;7;2018-08-17 00:00:00.000;8650.86;E;
9379;107;6;2018-08-17 00:00:00.000;8901.36;E;
9380;217;8;2018-08-17 00:00:00.000;1601.43;E;
9381;168;6;2018-08-18 00:00:00.000;906.93;C;
9382;359;8;2018-08-18 00:00:00.000;2300.43;E;
9383;235;2;2018-08-18 00:00:00.000;4335.04;E;
9384;206;5;2018-08-18 00:00:00.000;4581.33;C;
9385;15;8;2018-08-19 00:00:00.000;2177.95;E;
9386;422;5;2018-08-19 00:00:00.000;524.20;E;
9387;299;6;2018-08-19 00:00:00.000;3960.00;C;
9388;500;7;2018-08-19 00:00:00.000;5214.42;C;
9389;240;7;2018-08-19 00:00:00.000;4733.82;E;
9390;111;7;2018-08-20 00:00:00.000;4880.05;E;
9391;59;6;2018-08-20 00:00:00.000;3315.51;E;
9392;18;5;2018-08-20 00:00:00.000;1695.19;E;
9393;64;2;2018-08-20 00:00:00.000;873.03;E;
9394;191;3;2018-08-21 00:00:00.000;6457.17;E;
9395;223;3;2018-08-21 00:00:00.000;5821.42;C;
9396;370;2;2018-08-21 00:00:00.000;2605.87;E;
9397;431;7;2018-08-21 00:00:00.000;6672.03;E;
9398;97;5;2018-08-21 00:00:00.000;4480.93;C;
9399;505;7;2018-08-22 00:00:00.000;799.89;C;
9400;304;3;2018-08-22 00:00:00.000;5910.44;E;
9401;471;8;2018-08-22 00:00:00.000;4656.31;E;
9402;93;1;2018-08-22 00:00:00.000;4709.39;E;
9403;101;2;2018-08-23 00:00:00.000;5769.38;E;
9404;579;7;2018-08-23 00:00:00.000;1391.15;E;
9405;166;5;2018-08-24 00:00:00.000;1976.76;E;
9406;521;3;2018-08-24 00:00:00.000;3236.74;E;
9407;132;3;2018-08-24 00:00:00.000;2490.33;E;
9408;138;3;2018-08-24 00:00:00.000;5127.30;E;
9409;476;1;2018-08-24 00:00:00.000;5187.96;E;
9410;327;7;2018-08-25 00:00:00.000;6394.22;E;
9411;441;7;2018-08-25 00:00:00.000;1247.47;E;
9412;447;4;2018-08-25 00:00:00.000;2787.00;E;
9413;43;7;2018-08-26 00:00:00.000;5496.56;E;
9414;352;4;2018-08-26 00:00:00.000;3765.15;E;
9415;615;4;2018-08-26 00:00:00.000;1541.63;E;
9416;219;8;2018-08-26 00:00:00.000;3936.70;E;
9417;149;8;2018-08-26 00:00:00.000;5903.32;E;
9418;64;2;2018-08-27 00:00:00.000;3017.32;E;
9419;202;8;2018-08-27 00:00:00.000;2057.43;E;
9420;606;3;2018-08-27 00:00:00.000;9237.65;E;
9421;581;4;2018-08-28 00:00:00.000;986.92;E;
9422;528;7;2018-08-29 00:00:00.000;677.45;E;
9423;456;2;2018-08-29 00:00:00.000;243.42;E;
9424;373;5;2018-08-29 00:00:00.000;2568.70;C;
9425;180;8;2018-08-29 00:00:00.000;2604.63;E;
9426;177;4;2018-08-29 00:00:00.000;4618.81;E;
9427;287;4;2018-08-30 00:00:00.000;2995.56;E;
9428;521;6;2018-08-30 00:00:00.000;NULL;E;
9429;86;7;2018-08-31 00:00:00.000;1159.96;E;
9430;173;7;2018-08-31 00:00:00.000;995.03;E;
9431;480;1;2018-08-31 00:00:00.000;1499.08;C;
9432;285;4;2018-08-31 00:00:00.000;4518.46;E;
9433;484;8;2018-08-31 00:00:00.000;3414.67;E;
9434;110;2;2018-09-01 00:00:00.000;6328.42;E;
9435;246;7;2018-09-01 00:00:00.000;2633.16;E;
9436;487;6;2018-09-02 00:00:00.000;264.52;E;
9437;625;8;2018-09-02 00:00:00.000;1923.16;E;
9438;327;4;2018-09-02 00:00:00.000;1478.91;E;
9439;481;5;2018-09-03 00:00:00.000;4949.24;E;
9440;14;7;2018-09-03 00:00:00.000;7005.70;E;
9441;508;4;2018-09-04 00:00:00.000;3698.98;E;
9442;623;5;2018-09-04 00:00:00.000;604.86;E;
9443;82;3;2018-09-05 00:00:00.000;3265.34;E;
9444;398;1;2018-09-05 00:00:00.000;1184.08;E;
9445;226;4;2018-09-05 00:00:00.000;5680.85;E;
9446;236;2;2018-09-06 00:00:00.000;3350.92;E;
9447;207;4;2018-09-07 00:00:00.000;3876.20;E;
9448;290;6;2018-09-07 00:00:00.000;8996.98;E;
9449;167;2;2018-09-07 00:00:00.000;2879.02;E;
9450;442;1;2018-09-08 00:00:00.000;4279.85;E;
9451;255;8;2018-09-08 00:00:00.000;735.46;E;
9452;488;3;2018-09-08 00:00:00.000;5051.16;C;
9453;209;2;2018-09-08 00:00:00.000;1074.05;E;
9454;77;2;2018-09-08 00:00:00.000;7421.58;E;
9455;32;4;2018-09-09 00:00:00.000;5459.09;E;
9456;554;6;2018-09-09 00:00:00.000;6770.98;E;
9457;161;5;2018-09-09 00:00:00.000;4997.15;E;
9458;250;1;2018-09-10 00:00:00.000;4619.38;E;
9459;484;6;2018-09-10 00:00:00.000;5296.15;E;
9460;514;6;2018-09-11 00:00:00.000;1982.68;E;
9461;447;4;2018-09-11 00:00:00.000;3134.87;E;
9462;19;2;2018-09-11 00:00:00.000;9158.59;E;
9463;32;1;2018-09-11 00:00:00.000;7939.48;E;
9464;542;5;2018-09-11 00:00:00.000;2851.73;E;
9465;50;4;2018-09-12 00:00:00.000;6764.15;E;
9466;205;7;2018-09-13 00:00:00.000;1655.89;E;
9467;268;6;2018-09-13 00:00:00.000;6681.25;C;
9468;298;8;2018-09-13 00:00:00.000;3581.15;E;
9469;261;4;2018-09-13 00:00:00.000;4207.49;E;
9470;298;1;2018-09-14 00:00:00.000;6027.72;E;
9471;153;8;2018-09-14 00:00:00.000;1338.17;E;
9472;307;8;2018-09-14 00:00:00.000;3374.21;E;
9473;336;3;2018-09-14 00:00:00.000;4847.88;E;
9474;578;7;2018-09-14 00:00:00.000;2571.12;C;
9475;101;7;2018-09-15 00:00:00.000;7252.83;C;
9476;171;3;2018-09-15 00:00:00.000;4043.37;E;
9477;249;6;2018-09-15 00:00:00.000;2631.75;C;
9478;127;4;2018-09-16 00:00:00.000;9177.56;E;
9479;304;5;2018-09-16 00:00:00.000;3081.27;E;
9480;608;1;2018-09-16 00:00:00.000;1828.13;E;
9481;152;8;2018-09-16 00:00:00.000;1410.17;E;
9482;471;2;2018-09-16 00:00:00.000;7685.48;E;
9483;196;8;2018-09-17 00:00:00.000;2175.11;E;
9484;202;8;2018-09-17 00:00:00.000;5150.47;E;
9485;31;2;2018-09-17 00:00:00.000;3704.97;E;
9486;513;7;2018-09-17 00:00:00.000;6332.47;E;
9487;221;1;2018-09-17 00:00:00.000;5487.24;E;
9488;123;1;2018-09-18 00:00:00.000;303.66;E;
9489;232;8;2018-09-18 00:00:00.000;5253.65;E;
9490;521;7;2018-09-18 00:00:00.000;9205.38;E;
9491;282;8;2018-09-19 00:00:00.000;4186.75;E;
9492;229;8;2018-09-19 00:00:00.000;6424.01;C;
9493;510;6;2018-09-19 00:00:00.000;3604.00;E;
9494;355;5;2018-09-19 00:00:00.000;511.37;E;
9495;458;6;2018-09-19 00:00:00.000;4424.78;E;
9496;608;1;2018-09-20 00:00:00.000;2730.55;E;
9497;71;6;2018-09-20 00:00:00.000;2807.65;C;
9498;77;4;2018-09-20 00:00:00.000;1815.41;E;
9499;310;6;2018-09-21 00:00:00.000;4109.62;E;
9500;504;2;2018-09-21 00:00:00.000;6547.89;E;
9501;367;2;2018-09-21 00:00:00.000;5060.41;E;
9502;357;6;2018-09-22 00:00:00.000;5906.55;E;
9503;587;3;2018-09-22 00:00:00.000;678.43;E;
9504;307;6;2018-09-23 00:00:00.000;9977.20;E;
9505;459;3;2018-09-24 00:00:00.000;2362.06;C;
9506;610;7;2018-09-24 00:00:00.000;6330.55;E;
9507;249;2;2018-09-25 00:00:00.000;6151.70;E;
9508;278;4;2018-09-25 00:00:00.000;4017.89;E;
9509;445;6;2018-09-26 00:00:00.000;4504.68;E;
9510;70;8;2018-09-26 00:00:00.000;936.63;E;
9511;135;4;2018-09-26 00:00:00.000;82.13;E;
9512;20;6;2018-09-26 00:00:00.000;2762.80;E;
9513;190;8;2018-09-27 00:00:00.000;2477.69;E;
9514;572;6;2018-09-27 00:00:00.000;4248.42;E;
9515;285;1;2018-09-27 00:00:00.000;5574.16;E;
9516;619;8;2018-09-28 00:00:00.000;4054.99;E;
9517;253;3;2018-09-29 00:00:00.000;891.83;C;
9518;104;2;2018-09-29 00:00:00.000;611.24;E;
9519;253;1;2018-09-29 00:00:00.000;785.09;E;
9520;387;6;2018-09-30 00:00:00.000;878.79;E;
9521;243;4;2018-09-30 00:00:00.000;154.78;C;
9522;72;7;2018-09-30 00:00:00.000;411.45;E;
9523;152;7;2018-09-30 00:00:00.000;7784.20;E;
9524;120;1;2018-10-01 00:00:00.000;1131.11;E;
9525;273;2;2018-10-01 00:00:00.000;760.84;E;
9526;95;8;2018-10-02 00:00:00.000;5810.39;E;
9527;327;8;2018-10-02 00:00:00.000;6795.15;E;
9528;571;1;2018-10-02 00:00:00.000;285.43;E;
9529;23;5;2018-10-03 00:00:00.000;2024.17;E;
9530;325;2;2018-10-04 00:00:00.000;2336.65;E;
9531;89;1;2018-10-05 00:00:00.000;4232.34;E;
9532;465;8;2018-10-05 00:00:00.000;786.53;E;
9533;535;8;2018-10-05 00:00:00.000;892.14;E;
9534;121;7;2018-10-06 00:00:00.000;3767.34;E;
9535;384;1;2018-10-07 00:00:00.000;6092.91;E;
9536;78;7;2018-10-07 00:00:00.000;4423.15;E;
9537;614;8;2018-10-07 00:00:00.000;3983.92;E;
9538;324;7;2018-10-08 00:00:00.000;758.61;E;
9539;529;8;2018-10-08 00:00:00.000;2125.40;E;
9540;377;1;2018-10-09 00:00:00.000;1443.22;E;
9541;159;6;2018-10-09 00:00:00.000;2094.06;E;
9542;202;8;2018-10-10 00:00:00.000;5434.20;E;
9543;24;6;2018-10-10 00:00:00.000;582.18;E;
9544;494;3;2018-10-10 00:00:00.000;786.86;E;
9545;572;6;2018-10-10 00:00:00.000;1283.27;E;
9546;496;7;2018-10-11 00:00:00.000;2809.78;E;
9547;393;1;2018-10-12 00:00:00.000;3108.28;E;
9548;117;6;2018-10-12 00:00:00.000;5137.03;E;
9549;199;7;2018-10-12 00:00:00.000;848.04;E;
9550;484;7;2018-10-12 00:00:00.000;4443.85;E;
9551;358;2;2018-10-13 00:00:00.000;2526.42;E;
9552;117;7;2018-10-13 00:00:00.000;5728.97;E;
9553;438;3;2018-10-13 00:00:00.000;10126.39;E;
9554;52;4;2018-10-14 00:00:00.000;3214.77;E;
9555;17;2;2018-10-14 00:00:00.000;3481.58;E;
9556;533;8;2018-10-14 00:00:00.000;4789.31;E;
9557;17;6;2018-10-14 00:00:00.000;1059.91;E;
9558;574;8;2018-10-15 00:00:00.000;5237.73;E;
9559;90;5;2018-10-15 00:00:00.000;2983.29;E;
9560;107;6;2018-10-15 00:00:00.000;4759.20;C;
9561;611;6;2018-10-15 00:00:00.000;5390.45;E;
9562;271;2;2018-10-16 00:00:00.000;6288.28;C;
9563;321;3;2018-10-16 00:00:00.000;747.11;E;
9564;162;8;2018-10-16 00:00:00.000;3136.96;E;
9565;211;8;2018-10-16 00:00:00.000;660.57;E;
9566;369;8;2018-10-16 00:00:00.000;72.10;E;
9567;420;8;2018-10-17 00:00:00.000;6024.84;E;
9568;233;5;2018-10-17 00:00:00.000;2433.88;E;
9569;96;8;2018-10-17 00:00:00.000;5302.55;E;
9570;66;8;2018-10-17 00:00:00.000;1983.36;E;
9571;235;8;2018-10-18 00:00:00.000;5784.75;C;
9572;440;5;2018-10-18 00:00:00.000;3976.43;E;
9573;367;5;2018-10-19 00:00:00.000;541.63;E;
9574;364;7;2018-10-19 00:00:00.000;5151.81;E;
9575;43;7;2018-10-20 00:00:00.000;1988.20;E;
9576;556;5;2018-10-20 00:00:00.000;762.13;E;
9577;448;7;2018-10-20 00:00:00.000;1990.53;E;
9578;237;1;2018-10-20 00:00:00.000;4834.72;E;
9579;28;1;2018-10-20 00:00:00.000;10647.69;E;
9580;440;2;2018-10-21 00:00:00.000;7596.45;E;
9581;75;8;2018-10-21 00:00:00.000;6290.03;E;
9582;4;4;2018-10-21 00:00:00.000;1162.17;E;
9583;562;3;2018-10-21 00:00:00.000;6224.08;C;
9584;8;6;2018-10-22 00:00:00.000;4975.11;E;
9585;484;6;2018-10-22 00:00:00.000;3570.73;E;
9586;109;3;2018-10-22 00:00:00.000;4911.86;E;
9587;543;7;2018-10-22 00:00:00.000;7740.75;E;
9588;435;6;2018-10-22 00:00:00.000;6186.47;E;
9589;624;6;2018-10-23 00:00:00.000;3223.36;E;
9590;146;1;2018-10-23 00:00:00.000;569.31;E;
9591;126;7;2018-10-23 00:00:00.000;3306.49;E;
9592;48;3;2018-10-23 00:00:00.000;1720.01;E;
9593;457;4;2018-10-23 00:00:00.000;2958.65;E;
9594;12;6;2018-10-24 00:00:00.000;3712.38;E;
9595;419;3;2018-10-24 00:00:00.000;5246.39;E;
9596;233;4;2018-10-24 00:00:00.000;2305.16;E;
9597;18;5;2018-10-25 00:00:00.000;4563.31;E;
9598;312;6;2018-10-25 00:00:00.000;70.55;E;
9599;35;3;2018-10-25 00:00:00.000;4116.98;C;
9600;284;2;2018-10-26 00:00:00.000;6500.98;E;
9601;553;1;2018-10-26 00:00:00.000;2861.27;E;
9602;371;5;2018-10-27 00:00:00.000;2086.44;E;
9603;44;4;2018-10-27 00:00:00.000;5963.09;E;
9604;479;8;2018-10-27 00:00:00.000;2398.24;E;
9605;532;7;2018-10-27 00:00:00.000;5605.38;E;
9606;389;8;2018-10-28 00:00:00.000;5326.60;E;
9607;496;5;2018-10-29 00:00:00.000;27.23;E;
9608;51;3;2018-10-29 00:00:00.000;1033.13;C;
9609;448;5;2018-10-29 00:00:00.000;5208.63;E;
9610;212;3;2018-10-29 00:00:00.000;3684.01;E;
9611;60;4;2018-10-29 00:00:00.000;3864.70;C;
9612;304;2;2018-10-30 00:00:00.000;4197.04;E;
9613;171;5;2018-10-30 00:00:00.000;160.85;E;
9614;504;3;2018-10-31 00:00:00.000;5185.52;E;
9615;604;3;2018-10-31 00:00:00.000;2561.68;E;
9616;561;5;2018-11-01 00:00:00.000;4535.92;E;
9617;198;2;2018-11-02 00:00:00.000;5874.62;E;
9618;421;8;2018-11-02 00:00:00.000;6084.72;E;
9619;40;7;2018-11-02 00:00:00.000;2886.51;E;
9620;59;2;2018-11-02 00:00:00.000;4044.35;E;
9621;484;6;2018-11-03 00:00:00.000;1298.85;E;
9622;63;4;2018-11-03 00:00:00.000;1176.42;E;
9623;75;2;2018-11-04 00:00:00.000;4808.30;E;
9624;207;5;2018-11-04 00:00:00.000;2126.15;C;
9625;11;1;2018-11-04 00:00:00.000;3223.85;E;
9626;374;8;2018-11-04 00:00:00.000;842.62;E;
9627;566;1;2018-11-05 00:00:00.000;2511.78;C;
9628;335;3;2018-11-05 00:00:00.000;4047.92;E;
9629;304;6;2018-11-05 00:00:00.000;634.51;E;
9630;172;8;2018-11-05 00:00:00.000;7887.84;C;
9631;150;1;2018-11-05 00:00:00.000;6923.83;C;
9632;117;3;2018-11-06 00:00:00.000;7614.34;E;
9633;139;6;2018-11-06 00:00:00.000;11206.01;E;
9634;577;5;2018-11-06 00:00:00.000;5841.38;E;
9635;168;3;2018-11-06 00:00:00.000;9698.77;E;
9636;64;8;2018-11-07 00:00:00.000;1541.50;E;
9637;496;5;2018-11-07 00:00:00.000;3548.87;E;
9638;197;5;2018-11-08 00:00:00.000;3103.53;E;
9639;109;8;2018-11-08 00:00:00.000;2827.94;E;
9640;124;6;2018-11-08 00:00:00.000;1818.41;E;
9641;149;5;2018-11-08 00:00:00.000;3047.36;E;
9642;191;4;2018-11-08 00:00:00.000;3521.36;E;
9643;353;8;2018-11-09 00:00:00.000;4471.11;E;
9644;201;6;2018-11-09 00:00:00.000;8637.54;C;
9645;201;5;2018-11-09 00:00:00.000;721.45;C;
9646;517;7;2018-11-10 00:00:00.000;423.58;E;
9647;482;3;2018-11-10 00:00:00.000;3036.58;E;
9648;610;8;2018-11-10 00:00:00.000;6809.17;E;
9649;571;3;2018-11-10 00:00:00.000;4177.37;E;
9650;46;7;2018-11-10 00:00:00.000;5136.07;C;
9651;339;4;2018-11-11 00:00:00.000;4389.43;C;
9652;64;2;2018-11-11 00:00:00.000;5582.05;E;
9653;428;1;2018-11-11 00:00:00.000;5325.86;E;
9654;562;4;2018-11-12 00:00:00.000;1334.07;E;
9655;54;1;2018-11-12 00:00:00.000;3300.74;E;
9656;446;5;2018-11-12 00:00:00.000;3043.81;E;
9657;479;6;2018-11-12 00:00:00.000;2899.79;E;
9658;580;7;2018-11-12 00:00:00.000;3985.82;E;
9659;39;1;2018-11-13 00:00:00.000;7419.48;E;
9660;128;8;2018-11-13 00:00:00.000;5608.26;E;
9661;191;3;2018-11-13 00:00:00.000;2460.95;E;
9662;193;1;2018-11-13 00:00:00.000;336.60;E;
9663;608;2;2018-11-14 00:00:00.000;306.33;E;
9664;54;8;2018-11-14 00:00:00.000;4487.00;E;
9665;199;7;2018-11-14 00:00:00.000;4307.97;C;
9666;147;2;2018-11-14 00:00:00.000;5240.51;E;
9667;465;3;2018-11-14 00:00:00.000;3832.26;E;
9668;56;7;2018-11-15 00:00:00.000;5013.40;E;
9669;104;8;2018-11-16 00:00:00.000;4643.70;E;
9670;190;5;2018-11-16 00:00:00.000;6666.35;E;
9671;281;3;2018-11-16 00:00:00.000;2974.32;C;
9672;626;3;2018-11-16 00:00:00.000;4310.15;E;
9673;20;6;2018-11-16 00:00:00.000;4018.20;E;
9674;578;4;2018-11-17 00:00:00.000;778.58;E;
9675;381;4;2018-11-17 00:00:00.000;5776.49;E;
9676;73;8;2018-11-17 00:00:00.000;3099.40;E;
9677;177;1;2018-11-17 00:00:00.000;5257.23;E;
9678;238;5;2018-11-18 00:00:00.000;6331.92;E;
9679;244;1;2018-11-19 00:00:00.000;8367.38;E;
9680;313;6;2018-11-19 00:00:00.000;2696.37;E;
9681;159;1;2018-11-19 00:00:00.000;2832.71;E;
9682;297;2;2018-11-19 00:00:00.000;849.92;E;
9683;165;3;2018-11-19 00:00:00.000;1979.43;E;
9684;48;6;2018-11-20 00:00:00.000;821.92;E;
9685;572;6;2018-11-20 00:00:00.000;7717.77;E;
9686;607;4;2018-11-20 00:00:00.000;6026.59;E;
9687;337;2;2018-11-20 00:00:00.000;2932.04;E;
9688;213;1;2018-11-21 00:00:00.000;6443.63;C;
9689;424;5;2018-11-22 00:00:00.000;2568.99;E;
9690;209;3;2018-11-22 00:00:00.000;7494.60;E;
9691;52;3;2018-11-22 00:00:00.000;309.65;E;
